Engine Size,Age of Vehicle,Mileage,Speed,Acceleration,Temperature,Humidity,Wind Speed,Air Pressure,CO2 Emissions,NOx Emissions,PM2.5 Emissions,VOC Emissions,SO2 Emissions,Emission Level,Vehicle Type_bus,Vehicle Type_car,Vehicle Type_motorcycle,Vehicle Type_truck,Fuel Type_diesel,Fuel Type_electric,Fuel Type_hybrid,Fuel Type_petrol,Road Type_city,Road Type_highway,Road Type_rural,Traffic Conditions_free flow,Traffic Conditions_heavy,Traffic Conditions_moderate
0.9070393703381728,8,229417,56.108515470290094,2.683781193334082,34.379845880411025,66.35384458002301,0.4156276569889661,1022.5310422056684,180.66615346826416,1.1670385549571334,0.0156883511628592,0.0698374790520077,0.0907023157356013,1,False,False,True,False,False,True,False,False,False,False,True,False,False,True
5.843531231242371,5,109490,6.684827483210896,3.798604015312419,28.1450416294645,91.34600240269116,6.541718797413965,979.2684488765526,142.43223356891502,0.1110211819180414,0.0260653907518163,0.0688746121003676,0.0913115509925344,0,False,False,False,True,False,False,False,True,False,False,True,False,True,False
5.128701732162193,16,22593,110.221218082626,4.085154311122038,33.37028097962134,35.47679566650578,16.48631538176904,1030.6458347909677,269.06013626085223,1.8328141335493056,0.0510040286884972,0.0619984818294454,0.0687815038965943,1,False,False,False,True,False,False,False,True,True,False,False,True,False,False
1.904163375527036,18,225472,117.63949594516572,1.685977210153352,-7.028872154503465,31.405710178362558,0.3075992241654424,1044.624067602514,344.9036712532033,0.7530640164546731,0.0256446684883049,0.0899004709868427,0.0120998254366015,2,False,False,True,False,False,False,True,False,False,True,False,True,False,False
1.7454898294769232,11,109865,51.725209825420194,4.007811087876453,5.906321612742097,62.602986487255,2.188678663892269,986.985110962496,428.9978962179783,1.6139335260833474,0.1673216744405543,0.0530588785596763,0.0575600501606487,2,False,False,False,True,True,False,False,False,False,False,True,False,True,False
1.7537034512378558,3,173708,73.63929688911927,4.071045033377056,5.935597184735235,32.85520654574863,16.137097134734365,1033.5349390644085,186.93907174092084,1.1155033685231472,0.0107683416849097,0.0739485138673387,0.0161292328172225,1,False,False,False,True,False,False,False,True,False,True,False,False,True,False
2.3820596633895965,15,187031,54.03583514924961,1.1706282045928966,22.852252888431,40.24183754765112,6.117034059000483,1027.2039815310814,72.68289149740006,1.358158678556216,0.1338145355861899,0.0405356384255869,0.0990784946973877,0,False,False,True,False,False,False,False,True,False,False,True,False,False,True
3.528733444487637,24,216989,38.62555810633447,3.58475372658358,12.43075243522551,27.31165408632873,18.76427028961965,1008.9595872064054,51.73167604054644,1.543045546542691,0.0965417446826482,0.093217114925006,0.0997324452790324,0,False,True,False,False,False,True,False,False,False,False,True,True,False,False
3.046114096939002,10,229701,9.278255142936915,0.9326696091807918,28.87363016260209,34.48892062789355,7.604882859845965,986.761597798292,430.0482535373771,0.6470288096524818,0.1568204803794976,0.0938900788811975,0.0204396326965855,2,False,True,False,False,False,False,True,False,False,False,True,False,False,True
2.314391529029818,21,132192,54.72812764767586,0.4652455649406462,9.221528332784736,67.94106124311277,15.934078581688986,991.5185293862578,445.1609815589592,1.2515578485241907,0.087976539558857,0.0533884500738676,0.0510546864194222,2,False,False,False,True,False,False,False,True,False,True,False,True,False,False
3.981635052556373,3,43638,98.2061467631342,2.872715060251138,1.080378865620439,92.23751864261848,5.1757968252430935,980.7608519208906,95.44669710500108,1.5281263533175682,0.1325598826099247,0.0762359370807133,0.0875052654507351,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True
1.5253680753906176,16,170134,2.043775330560429,4.543260993916995,4.547553414713921,58.31154757159667,1.2366247683101397,992.62704807672,54.57916373217984,1.5647602199707231,0.131458219149439,0.030989960468214,0.020446824598792,0,False,False,True,False,True,False,False,False,False,False,True,False,True,False
2.3191521723831343,7,267337,69.85292198162668,0.1772951176288162,-0.876513692459282,1.0033448928329691,17.63108971428502,1048.962691832148,410.1194711821998,0.890406196329576,0.0791297382047781,0.0679154269343512,0.0597046519698983,2,False,False,True,False,False,False,False,True,False,True,False,True,False,False
2.705081585127197,13,15213,105.69265304720268,4.132508187974608,-0.1053654118549989,26.38925617987634,18.545929512991517,986.341476974584,338.32762400926833,1.4841787427101183,0.0316965322875415,0.0176559706610782,0.0279709836489955,2,False,False,False,True,False,False,False,True,False,False,True,True,False,False
3.1715639179285877,26,254286,26.10593160172296,2.532356053517533,0.8419457715325738,95.22385286524496,14.161993159784366,1016.5509753550556,300.26501838827375,0.6736103742749359,0.0922743163999668,0.0876325755193101,0.0537106463872792,2,True,False,False,False,False,True,False,False,False,False,True,False,False,True
4.882914999243671,1,244987,21.990703762687463,4.30447724360615,-9.195264424638774,91.03217638301032,15.401356471922906,981.9606433314478,289.941338667478,0.3361056395768376,0.1762619153636712,0.0749418514632073,0.0282072154136946,1,False,True,False,False,False,True,False,False,True,False,False,True,False,False
1.8383036672234707,10,215031,92.67319508423316,4.217384675855234,25.804401738127275,11.564723960055211,0.1425524018380142,996.6647735688944,398.19198549377336,0.3145494854487016,0.1613127332299147,0.0959413288410232,0.0577267387623752,2,False,False,True,False,True,False,False,False,False,False,True,False,True,False
3.4740190797507804,10,148259,30.610371734315198,4.376434024081443,9.980117113556776,90.84170630673276,15.076470353196116,958.3773998413347,181.99147741094416,1.0608341385337483,0.0805727819491616,0.0800397416137417,0.0470415590539954,1,True,False,False,False,False,True,False,False,False,True,False,False,False,True
3.880555758082621,23,141112,23.03811210727781,3.844369774033367,-8.866433405908555,96.45290230389205,9.44392773777654,1026.3234235895643,225.1015925213207,0.8281942297802599,0.1747790339492193,0.0264712783953849,0.0454477560884329,1,False,False,False,True,False,False,False,True,True,False,False,False,False,True
1.0415421461439882,21,197374,45.358710068308206,4.214961772734974,8.500377223292013,32.45718957603398,9.055809092285156,1016.1024447234536,85.03300715265526,0.5416524040368189,0.0933590662814999,0.0520733540138981,0.0244322676701884,0,False,False,False,True,False,False,False,True,False,False,True,True,False,False
3.95923322988748,23,29949,47.10024147242616,0.8801260360060181,35.2684063557706,70.10068094032675,10.801398409408424,984.7485008150012,304.7583600820546,0.8432391918216379,0.0472863967690515,0.058817694019256,0.069381911846272,2,False,False,True,False,True,False,False,False,False,False,True,False,True,False
1.686725443173916,5,243072,104.89212756198792,1.5192657443747082,15.56221584837224,55.99824155136297,5.4242043241909865,1002.4844682163884,482.36518458545993,0.8825023176191716,0.1741600102229681,0.084562111256119,0.0163225682915929,2,False,True,False,False,True,False,False,False,True,False,False,False,False,True
1.1382682835234537,20,248066,74.21321663204122,1.212430854036482,39.33760056731753,33.70496585507789,13.925771096218044,1037.2221836029091,177.73259617159334,1.15178899926926,0.1037913910345204,0.059535674952414,0.0940476347052518,1,False,False,True,False,False,False,True,False,False,True,False,True,False,False
5.734204793717333,20,214480,48.71537476075072,3.712141518640302,16.997971593902808,15.333578091852008,5.911777440540156,954.443271566106,468.162381395852,0.2100505736778657,0.0924281210588155,0.052902458649484,0.0153126674010493,2,True,False,False,False,False,True,False,False,True,False,False,False,False,True
5.8212865719877085,13,208366,64.12655571429202,0.7682155968356796,38.1399499525532,36.69202241054469,11.172132759347605,1043.0216496747728,378.14333012301176,1.8252399230436624,0.0546339412082213,0.0741700042743885,0.0470369085615103,2,True,False,False,False,False,False,False,True,True,False,False,False,True,False
5.003666210205598,29,287556,114.4758279990329,0.9111389518889428,0.0900364402206346,92.77965714385124,2.7385445762306992,997.079960247238,155.24578530386228,0.8071822133471361,0.1552752257576254,0.0677953187480079,0.0358100622689833,1,False,False,False,True,False,True,False,False,True,False,False,True,False,False
2.3839915997015275,9,145384,13.585761193187444,4.394823603609713,4.496740635968381,81.12483755733463,13.50151270233602,1035.965540550653,348.2844603360272,1.269220386614497,0.1145424020942143,0.0773900410178964,0.059652893097423,2,False,True,False,False,False,False,True,False,False,False,True,False,True,False
1.3078949928331962,25,142876,24.925862606962973,3.5294109645641907,24.998505508988067,33.06745306429044,3.792255291099309,1036.1482924696038,214.80529151373284,0.6821607893100647,0.0493938105594099,0.052761392006028,0.0122413531235423,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False
4.358011737863216,26,185058,115.50344479038664,4.376899889595434,39.34108084997233,54.767535201082,3.408279714961717,955.871227680224,105.03590937689836,1.5471842482532563,0.0592696939051941,0.0751153460203521,0.0495102751884419,0,False,False,True,False,False,False,True,False,False,True,False,True,False,False
3.0887929674459267,7,46545,114.8789818232645,0.6967762913034525,31.2648705509688,40.59616787095814,0.4856632473873334,1028.159457189424,91.72476850168276,0.9715237335192272,0.0826682124461898,0.0973995090795162,0.0778335704407779,0,True,False,False,False,True,False,False,False,True,False,False,True,False,False
1.43459882119285,6,161071,21.259850551772715,1.994902022806512,17.685263833787555,46.62378479928111,2.435715515396293,1023.286738609318,57.752378786174255,0.7114107625392386,0.111521693787155,0.0263450644020488,0.0826483264138001,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False
3.374919932578605,7,3768,17.413058055035787,1.415755850381588,-5.742369282054235,76.12106860055017,4.651404901578655,954.319354700476,409.0138181981009,1.9312353465493013,0.162983687791465,0.0147076365105847,0.0940837670246058,2,True,False,False,False,False,False,False,True,False,True,False,True,False,False
0.9788203097991356,27,263648,50.53021612063438,0.0484054263982475,8.218955499989697,54.30062009508604,4.446187213788521,1044.0537870356502,448.1823920131099,1.743893195464048,0.049376595552657,0.0613655677270038,0.0197535214112482,2,False,False,False,True,False,True,False,False,False,True,False,False,True,False
5.528466090809666,7,8002,5.966195098556293,1.422614802193534,-5.6787149701704696,18.10444634117916,6.55342858556665,1013.4548236053474,267.1422421261918,0.4426245145960078,0.1503310055377623,0.0242605219992159,0.0598651590268137,1,False,False,False,True,False,False,False,True,False,False,True,False,False,True
2.145655904320088,22,75427,78.58842387421682,1.8979162598893973,5.564068093325222,26.903562780453903,1.0883283615423966,966.753400860998,283.9665905164883,1.4312161377220298,0.1840832420864086,0.0248549358659023,0.0461244485466819,1,False,False,False,True,False,False,True,False,True,False,False,False,True,False
4.245115878640706,1,13898,9.299522599409062,0.4610981862135593,2.939605033266228,56.77938618776023,18.70396037039867,962.309719437054,361.2138081284847,1.5332061088756062,0.0851793079904221,0.0704922034172214,0.0682639305107769,2,False,False,True,False,False,False,True,False,True,False,False,False,True,False
2.420897595664937,26,80800,6.963555251313687,2.832437789134099,9.42776483183592,69.28195599291995,2.383517586953694,1006.1972992347422,365.4087676583555,0.1656580548124668,0.0795074214219966,0.0479767697852217,0.084871282266372,2,False,True,False,False,True,False,False,False,True,False,False,True,False,False
3.504353710124616,15,214299,58.222432345061904,1.9158633123631656,31.86382949949595,50.81204273825792,14.0392775792401,955.883426446981,195.85748901545875,1.9258310364329363,0.1007648008753499,0.0129281202447599,0.0639546694060827,1,False,False,False,True,False,True,False,False,True,False,False,False,False,True
3.642893452585055,8,126718,114.93439633321218,0.2323083113877272,-2.4811664344809934,62.02105323411951,10.701463396990684,966.4409694739976,121.63183687800267,0.5426474824752888,0.1652494890838957,0.0605461743676463,0.0306116717545539,0,False,False,True,False,False,False,True,False,False,False,True,False,False,True
1.7612431687327406,12,33743,51.21551232757915,3.519894324339884,5.303197442680377,78.93769515754798,11.055776098282896,1044.845220557531,243.68774503378987,1.8259106584982383,0.0275831604772682,0.0319949019432914,0.0389170416847327,1,False,False,True,False,True,False,False,False,False,True,False,True,False,False
5.841840064375704,22,209610,42.77773903926613,3.6463991692055178,3.055862216080378,54.53919162080618,2.1103365104153293,1024.474085872687,363.6560950183574,1.3427340100761933,0.083579835979883,0.0490405153728164,0.0903307622108908,2,False,False,False,True,False,False,False,True,True,False,False,False,False,True
4.830690681477796,11,243589,119.75480586027432,4.172357214847175,4.807082356845392,97.71914500522992,4.864298843229196,1011.3489112055682,411.89368858113625,1.0730078976734794,0.0155707396593936,0.0135124907066616,0.070437583693547,2,True,False,False,False,False,False,False,True,True,False,False,True,False,False
5.685394496133784,26,174458,63.83627529350201,2.427702999334913,8.03117374035461,23.556865180272347,15.597625889371178,970.8819624777742,90.123048325718,1.5930919862088122,0.1083903073899715,0.0157163161193094,0.0636432230845351,0,False,False,False,True,True,False,False,False,True,False,False,False,False,True
5.453102222223774,21,130864,45.02896882682983,4.843293986672549,2.215587496681924,91.96882503900537,9.273729165425111,971.8515810913572,314.74150678116683,1.3825520623001055,0.1893835833004165,0.0272393156657071,0.0225252633772208,2,False,True,False,False,False,True,False,False,False,False,True,False,True,False
3.909079889817643,24,152395,46.30329760099222,4.570320722662283,37.12906361115616,24.765979479735776,9.141356345741148,994.582932458885,74.34376220607442,1.5064714110526205,0.0404478884393367,0.0746467840785356,0.0407204525445778,0,False,False,False,True,False,False,False,True,False,False,True,False,False,True
5.593746022120207,28,172391,23.395139524021257,2.756758125500658,11.00508569563273,53.16445764337018,10.918235919122688,1025.405426605534,421.1508900263123,1.730021102755666,0.0585262005920797,0.0810984989205273,0.0390756899955923,2,False,False,False,True,False,False,False,True,False,True,False,False,False,True
1.2601610106699814,16,16868,61.46676689370467,2.224759655347086,-4.294336740136592,45.590677080260974,8.676117770184643,950.3929604081504,350.0628654367532,0.9952455057729148,0.1427916376147541,0.0409384909449397,0.0123306974985803,2,False,False,False,True,False,True,False,False,False,False,True,False,False,True
1.8191108845795552,26,230804,52.6626033801607,0.0151721395146142,13.382930501366044,37.288326911940494,16.122718621228724,954.4275266660976,363.4815927354337,0.9088856645711444,0.1411975775874445,0.0213024146601277,0.0936457420542387,2,False,False,True,False,True,False,False,False,False,False,True,True,False,False
1.035181902334798,1,264224,32.495435561689604,3.554972658696169,-0.7784049069320638,96.27346686008242,14.974103957774243,1037.0111620758314,392.77329192272,1.8095778429390852,0.1233773819887404,0.0942765067871568,0.0398466057182995,2,False,False,False,True,False,True,False,False,True,False,False,True,False,False
2.4917177199689746,12,144848,19.26481039221117,2.8247725202484557,0.8065321250659991,27.230156086599024,6.340084337223586,1031.4065682042706,273.0390611307205,1.61592657635361,0.0559263945625739,0.0808469189141733,0.0192414634223521,1,True,False,False,False,True,False,False,False,False,False,True,False,False,True
2.821121906385306,0,197303,37.34866424010645,4.687720727430404,4.252070882241636,67.48691043430617,16.241622262434056,1019.4681152008312,184.50405782538576,0.1365660340492978,0.022647593006315,0.0248407720264417,0.0544572594220306,1,False,True,False,False,False,False,False,True,True,False,False,False,True,False
2.2110149652242588,25,184884,61.04199932252752,2.9711606262062205,-3.762007198702663,80.40685720128099,10.372128602558366,999.953201168882,403.5488172901991,1.3422551662760096,0.0522322399290874,0.0304246989395124,0.0503830150945461,2,False,False,False,True,False,True,False,False,False,False,True,False,False,True
5.109435047590033,27,63271,6.999992674176201,4.96428046946365,26.055946629000005,19.70068456093681,12.55473666473254,964.5126777876392,399.8162755380546,1.8174186576123548,0.1314195863821523,0.0132824472789281,0.0865042847299767,2,False,False,False,True,False,False,False,True,True,False,False,True,False,False
2.6551172988066645,18,77585,18.449283430074715,4.269096359316452,29.597323736562444,97.3152926405532,17.323516637856315,960.223319129536,110.72445993443732,1.3988082708537546,0.0662855975400305,0.091079392305719,0.0819837439111977,0,False,False,True,False,True,False,False,False,False,False,True,False,False,True
2.26085945037438,10,124147,113.71887203629144,4.767989679074765,9.714246095780002,54.664047570579946,9.519864984908113,1040.5376327493043,456.2430460625936,1.1515373960534712,0.1699275933423264,0.0939956256895299,0.080346987164793,2,False,False,False,True,False,True,False,False,True,False,False,True,False,False
3.6220196324228926,4,15628,65.14264212376068,1.638313856425195,24.44962697167726,91.44906616130568,15.125207251057155,988.2521839541332,149.54581427884028,0.4341914778599489,0.1270874816957162,0.01746015406441,0.0939053862147584,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
1.532805969868766,0,259517,7.613916439204544,0.7466799738363322,9.44771450853478,66.38810596638406,12.561747182100886,1019.57226172549,187.9067028780661,1.9060982116326397,0.019497737948072,0.023220714994975,0.0437093758605054,1,True,False,False,False,False,False,True,False,False,False,True,False,False,True
4.971424299921006,19,139337,83.17053105234875,3.9843605689756263,-1.7961338181818025,64.94268507767725,8.534898825950988,995.6198082287696,147.1623631695595,1.290064283725837,0.0267568226207642,0.0284777087589223,0.0630532792091631,0,False,False,True,False,False,False,True,False,False,False,True,False,False,True
1.1876633471348084,29,274604,7.416344409484168,3.9309855148456623,9.858403066563916,34.55860892401832,15.78096732755905,1023.0928919873742,484.5187448648247,0.2919497732179013,0.0633127742487753,0.0262826534295613,0.0702593030735834,2,True,False,False,False,False,True,False,False,False,True,False,True,False,False
5.93181207032269,12,259970,88.66490724556475,1.057244697027816,17.84936977408197,77.05901434260879,2.103182357404385,969.3308881359684,184.7576255159828,1.862524139973303,0.1189795575892134,0.0946512615825476,0.0524959545507692,1,True,False,False,False,False,False,True,False,True,False,False,False,False,True
4.815672800342618,7,3477,89.99552660640322,3.823723270674564,-7.950284296155554,2.978631719987768,11.62440434616296,998.4567919167732,487.1311645877468,1.081550159482022,0.1880063545878489,0.0335188133418349,0.0319475930026163,2,True,False,False,False,False,False,False,True,True,False,False,True,False,False
1.8333215439776969,5,264346,78.12947708991032,2.9098667902070305,22.72421953411851,55.58204821197654,0.9282151474491096,987.6866353001363,337.0724264445406,0.398727795081962,0.029617177059877,0.0437373089397808,0.0909114170808738,2,True,False,False,False,False,True,False,False,True,False,False,False,False,True
0.8287150090427325,28,113846,87.86454535432196,0.5476257245083649,27.13039845023928,3.2139063203434737,3.1233825550934657,974.5053700478168,129.45408978285948,0.5304141263265961,0.1678266451555236,0.0161833318790627,0.0910653140884215,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False
5.040399427965138,16,244000,10.555893721566928,2.508917987851044,32.998512885428056,30.687187277882224,11.977472748222652,1009.771113780184,299.22922479070087,1.93884157111906,0.1188360068745318,0.0665606650084122,0.079095040017639,1,False,False,False,True,False,False,False,True,False,True,False,True,False,False
4.475658188007609,11,273994,87.21366628263212,4.655690004193392,-4.861471987534651,9.629578021149,6.152133931988999,1003.6973294350644,447.01894032769934,0.9296029372781744,0.0791444947679705,0.0339405890734128,0.0411504857804832,2,False,False,False,True,True,False,False,False,False,True,False,False,False,True
4.5908372738131344,0,235693,16.402598366865956,2.532287727226144,-9.995320307086384,91.15910283511076,5.249499774926911,999.569123032316,302.75365390711926,0.8973808528405521,0.1321633917760325,0.0320681245295102,0.0102562113512811,2,False,False,False,True,False,True,False,False,False,False,True,False,False,True
4.810605802766918,2,133878,40.740708872621255,3.94349494776736,-6.336681548891884,62.82603665388541,19.11677384138907,1009.110273714411,109.66797495567724,1.0237195736975455,0.1591524731990422,0.0979411299005283,0.0542078943061757,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False
1.18503218901727,13,262329,113.12943042007596,0.1445499332097827,36.205840189305405,66.8510616874164,7.318112457775459,964.2530769647104,179.12082291985772,1.4309887326963429,0.0781571532421815,0.0134721541845961,0.0572133974442572,1,False,True,False,False,False,False,True,False,False,False,True,False,False,True
2.664021788430218,25,24718,60.34505731909681,3.640407064312968,28.27778605206305,85.11284242910621,11.294829404516127,987.0548334186924,151.16332326002163,0.7935382744824053,0.1847408445828585,0.0268394253561406,0.0539158153666358,1,False,False,False,True,False,False,False,True,False,True,False,False,False,True
1.4025191095306746,7,187274,116.09117184996164,4.734186930687386,31.77178233805835,73.30324752624556,10.684975425557376,982.4674273417592,106.63502231455855,0.899981211547279,0.1146786572775225,0.0561875267404877,0.0186842057525408,0,False,False,False,True,True,False,False,False,False,False,True,False,False,True
5.288137814553086,10,156287,10.670695066408506,2.4976389244646797,15.850689858298615,12.419557614735933,1.2403684627596667,1026.9175420753452,197.2788787989773,1.5176248010028812,0.0398125049314658,0.0606034234813614,0.0809100076043264,1,False,True,False,False,True,False,False,False,True,False,False,False,False,True
4.0411502595033015,26,280602,57.30679194758161,1.688549565127932,16.335993728193767,61.75383332595575,13.485514767210065,953.5724074943774,347.4782413356905,0.9762739003113916,0.1138877589146026,0.0741745800179314,0.057892462349321,2,False,False,False,True,True,False,False,False,False,True,False,False,True,False
2.520669729233776,13,130293,7.488278433224478,3.2332525244344863,4.925279491959225,97.81707303929709,10.258026393417442,978.1931092851636,222.12942675703857,1.4557875344577782,0.1554399102403747,0.0288200936897981,0.0299616073232785,1,True,False,False,False,False,False,False,True,False,True,False,False,False,True
1.1305034214873229,7,147078,75.62523148791418,4.581306075466097,32.13765259840819,21.411589092671413,7.628342335965228,1041.829431018428,249.71078067871343,1.9282132960277056,0.1214496371807763,0.0454647514698358,0.096085024334517,1,False,True,False,False,True,False,False,False,False,True,False,False,False,True
2.417108072921444,28,225152,9.444840164221963,0.8838482526667146,31.48847915418921,61.97139311191505,1.3203363213252084,980.035064891535,194.29684911750573,1.9287977580207865,0.1209833981652313,0.0358462977795908,0.037187021861937,1,True,False,False,False,False,False,False,True,False,False,True,False,True,False
2.490953274539085,2,76820,21.04413630484528,2.0184710501135488,9.608567286108077,56.36143141213322,5.86027969973429,965.1899475546808,497.5123166669071,0.9493122862426512,0.0152719114412128,0.0851045343862455,0.044372962062789,2,False,True,False,False,False,False,False,True,False,True,False,False,False,True
4.593952127357933,6,225751,31.059637208313656,0.7814514049092058,6.463353523573694,39.16460457948104,17.681907516119985,1025.7345396424382,313.7889702376709,0.5450209260655152,0.0980336899675877,0.0423823092910364,0.0461265444314858,2,False,False,True,False,False,False,True,False,True,False,False,False,True,False
4.1152988510471085,27,81234,89.84926219973798,2.483271161099464,26.918663562651247,95.4635383665688,3.474227466149382,954.7844190530355,425.2470861891653,0.5773420870257695,0.0794603508899952,0.0335009054450829,0.0461281818865835,2,True,False,False,False,True,False,False,False,False,False,True,False,False,True
5.413506261396898,18,129282,19.675454258168973,2.7021100651527954,-8.691593083103314,35.64003856150063,4.386672795032418,992.6319849873216,248.5980536091569,1.6565217430292245,0.0183197377287046,0.0655143076129329,0.0678450462768854,1,False,True,False,False,False,True,False,False,False,True,False,True,False,False
3.255517610842136,3,271246,101.59584639516814,4.721018073608301,32.9974449259194,9.368044268622844,4.105880621395428,1035.5357759645065,125.88679834879946,0.2514682181925305,0.1394225567200828,0.0196761329036221,0.0355495179598289,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True
1.4218900788791689,24,234501,15.828472659696104,2.062575768838137,12.312399465708644,96.25429837941306,17.81609638513667,1045.409481071424,431.0634422473107,0.1767867795337019,0.0447928660135021,0.0864062938664443,0.0913051812864259,2,False,False,True,False,False,False,True,False,True,False,False,True,False,False
4.508872893559574,15,126328,4.22933388841876,2.8347830676984915,12.067212327143045,72.92202068154315,13.999909654366537,974.9019756953444,393.54553405552906,1.3946923378644178,0.0764844462269613,0.0351132412890875,0.0615525551394458,2,False,False,True,False,False,True,False,False,True,False,False,True,False,False
4.756082252807867,12,84079,47.40545027636014,4.4263128702707615,23.453892369369733,34.24498756182287,17.63686126109604,979.6202233769616,198.4140397636027,1.8292153402059148,0.119742699487491,0.084161108210804,0.0891913318146256,1,False,False,False,True,False,True,False,False,True,False,False,False,True,False
3.718641427361381,19,94437,117.5329970365554,1.6070250008807934,22.28746801552657,28.051162508971416,18.274929997536663,1006.7251104878644,322.88792044724585,0.5385259242523663,0.0936542194765674,0.0992239326008072,0.0925644900062856,2,True,False,False,False,True,False,False,False,False,False,True,False,False,True
4.809029335763717,18,79570,13.241067334653266,3.3708193448379498,3.298703302818337,92.80266646100598,18.559350703197797,972.65515583351,92.06064211251602,0.2036937858076602,0.1433362459330234,0.011919264931817,0.0791835854738956,0,False,False,True,False,False,False,False,True,False,False,True,True,False,False
3.367737101094832,4,92656,12.206213284755483,3.7858092441104825,37.16393022570484,27.354997596019505,9.714312256680891,965.0744066543124,61.84508552736075,1.8010464011993397,0.1705049362312216,0.0272774962798277,0.0319291674825126,0,False,True,False,False,True,False,False,False,True,False,False,True,False,False
3.5182107127863693,22,197937,90.13998129547488,1.6526411734350472,39.31649896663279,53.71576726963012,9.524477021171258,992.5981511057964,417.0916439193526,0.7729040972166987,0.0421567467002399,0.0772079435932332,0.0396768806579375,2,False,False,True,False,False,False,False,True,True,False,False,False,True,False
3.0232132954644584,4,172492,37.45940327922784,0.8217059276532224,16.299450714809254,21.49550712064897,16.578456805135335,957.224807954588,473.8675731043628,1.1444696074623468,0.0629328860031481,0.0174546406271395,0.0306284057704373,2,True,False,False,False,False,False,True,False,True,False,False,True,False,False
0.932179459069295,19,156454,86.07379406708603,2.5145477095113664,18.06903990851735,99.52146139151824,6.638533483039599,1039.421997119459,204.8268574486299,1.6888701211931556,0.0453052747162037,0.0501808902442201,0.0511182993054195,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False
