GDP Real (USD),GDP growth (%),Per Capita,World Population,Net Change,Population change (%),CO2 emissions change,CO2 emissions per capita,Population Density (P/Km²),Fossil CO2 Emissions (tons) (lag1),CO2 emissions per capita (lag1),World Population (lag1),GDP Real (USD) (lag1),GDP growth (%) (lag1)
-0.9583010217898098,1.3812469592956191,-0.9886343141361842,-1.01109148350242,0.004643138111492397,1.1161688287849094,0.8781709091980412,-0.6561799161661886,-1.032063858181963,-1.0129225883611932,-0.8607123405010648,-1.0120670665325031,-0.966222593560498,-0.4534406271466878
1.487512033822988,-0.44326732417332493,1.5049941271524303,1.3920842853098714,1.1232073179459012,-1.0111176448992703,-0.10996401473229499,1.945104751492621,1.3394871350872288,1.735335315756375,1.9017522293091917,1.3879739276280993,1.456850473458969,0.16184564589539305
0.3596182938912717,-0.7824986231097619,0.3604716067675241,0.5342702302093291,-0.41842755032503715,-0.8141466751136979,0.006287152788921017,-0.6913324116750907,0.5983774496906065,0.15506469085659944,-0.7225891120105519,0.5367940029619372,0.36216264115068186,-0.9734008578864748
-0.46178258192856514,-1.0575510276528188,-0.5107961618754858,-0.2920201361719731,0.5001971653705555,0.3282849496426202,-1.0294050669455492,-0.9022473847285094,-0.2909541727853405,-0.4233334964390687,-0.6189966906426694,-0.29471030964528966,-0.4311785406907172,-1.6840131732308499
1.2423177425334844,1.2345523435393218,1.274658969924968,1.2137899664945035,0.8527741632330701,-0.9717234509421554,2.4158568068650355,1.628732291912496,1.1912651980079045,1.2045595222762613,0.8312972085077154,1.2108171428982295,1.1493538913498995,-2.200723652528513
-0.8908725916851963,0.49191085127306855,-0.9078024111340002,-0.9248921032277921,0.4001011750841348,1.1161688287849094,-0.1311005906452434,-0.7264849071839928,-0.8838419211026385,-0.9038486638866664,-0.653527497765297,-0.9276956421221992,-0.8862734822121399,1.3230901612142503
-1.1176773111279872,-1.1859088164395786,-1.083057422067939,-1.3434684289417715,-1.1861053154049894,1.1161688287849094,-1.5049780249868876,0.3280899580830912,-1.328507732340612,-0.8825009555167896,0.7967664013850879,-1.3390085777121499,-1.076921363119763,0.8897899689310943
-0.6701977295246432,1.2620575839936277,-0.6395549454187878,-0.6536322393379732,1.5284333743994956,1.1949572166991378,1.068400092414577,-0.3046549610771617,-0.5873980469439896,-0.6812168931192027,-0.5499350763974113,-0.6616274911315362,-0.6833257380201541,0.5171518035675806
-0.33918543628381337,0.15267955233663155,-0.40921978819132543,-0.12356978516015908,-0.16867623304269244,-0.10505118388563851,-0.30547734192706744,-1.1483148532908272,-0.14273223570601604,-0.42029921835370465,-1.0678971832368358,-0.12287193008090638,-0.34507949770017776,-1.1380549309540737
0.0960344307550554,0.38188988945584584,0.09651610050375507,0.28717604501305055,-0.594372186135083,-0.6565698992852405,-0.43229679740475774,-0.9725523757463136,0.3019335755319575,-0.07325420502379341,-0.8952431476236954,0.29031631593834134,0.0731158539681566,-0.27145454638776234
-0.5905095848555545,0.5010792647578367,-0.5508544500889576,-0.5617987771157767,1.5681944143720912,1.0767746348277938,0.11197003235366298,-0.3046549610771617,-0.5873980469439896,-0.5479971950785321,-0.30821942653901596,-0.5698994173604938,-0.5972266950296147,1.2104321112206295
0.28606000650442065,-1.0483826141680503,0.3046761338987599,0.4520188720277023,-0.32788763872787824,-0.6959640932423546,-0.16280545451466596,-0.7264849071839928,0.45015551261128195,0.09908544689018509,-0.7225891120105519,0.4540279913365457,0.300663324728868,1.1931001035293036
-0.5046915829042282,-1.8001925199190723,-0.5301099794069811,-0.378702310964135,1.2579227758210905,0.7222268892137649,-0.49570652514360286,-0.6210274206572867,-0.43917610986466504,-0.4476451828020893,-0.4463426550295259,-0.3851323955088674,-0.45577826725944276,-0.37544659253572
-1.148326597539175,0.9228262850571907,-1.0859187283689014,-1.4220170352434,-1.7267051025911504,0.9979862469135655,0.6403844301773722,0.8202248952077296,-1.4767296694199366,-0.9774249341413139,0.658643172894575,-1.4150212913072375,-1.1384206795415768,0.8724579612397682
2.3273024814895376,-2.3468591739483977,2.1516493511699024,2.073389247357482,-1.8779743927004688,-2.1929434636127025,-2.4779210349797927,0.7147674086810203,2.0805968204838514,2.2484926433134667,1.6600365794507934,2.084410454934948,2.557688237409437,-0.4101106079183722
-1.2096251703615508,0.9044894580876536,-1.1846337957520994,-1.4979581583412893,-2.181547754782518,0.9191978589993371,0.5716905584602902,0.6796149131721182,-1.4767296694199366,-1.065613160021517,0.5205199444040619,-1.4888380872315103,-1.1999199959633906,0.7424679035548214
0.22476143368204474,1.2437207570240907,0.2667638254110099,0.3693308113087207,-0.4384535865108773,-0.6565698992852405,0.8834550531762785,-0.7264849071839928,0.3019335755319575,-0.04165990816538263,-0.9643047618689503,0.3717957768767396,0.1715147602430588,0.37849574203697106
