Battery Capacity (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Vehicle Model_bmw i3,Vehicle Model_chevy bolt,Vehicle Model_hyundai kona,Vehicle Model_nissan leaf,Vehicle Model_tesla model 3,Charging Station Location_chicago,Charging Station Location_houston,Charging Station Location_los angeles,Charging Station Location_new york,Charging Station Location_san francisco,Time of Day_afternoon,Time of Day_evening,Time of Day_morning,Time of Day_night,Day of Week_friday,Day of Week_monday,Day of Week_saturday,Day of Week_sunday,Day of Week_thursday,Day of Week_tuesday,Day of Week_wednesday,Charger Type_dc fast charger,Charger Type_level 1,Charger Type_level 2,User Type_casual driver,User Type_commuter,User Type_long-distance traveler
-0.6615470911051866,-0.5885761243887627,1.5693368765788276,1.335086519136488,0.6024031473045037,-1.3049230699763674,-0.004820218205057039,0.397586444652991,-0.2346893091962467,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
-1.287131548003365,-0.5667180047212661,0.8466724364228269,0.8784685116786412,-0.8395463403351754,1.2166533555036376,1.6123138767734746,-1.5844154685786729,-0.6829444034433815,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0.01616940386783992,-1.4304808349965674,-0.6017800561941447,1.4158839869419808,-0.20006547926218426,-0.12987299071972788,1.3144276190673725,0.40048102822706766,1.0557409946549854,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
1.3194703557390448,-1.2650303177997673,0.7888441926546393,1.3345541953031974,0.3203074891554898,1.1701810615252124,0.004158985958761948,1.2303448045210021,1.0557409946549854,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
0.01616940386783992,0.4130126044679831,-0.11106836597639497,-0.7513799684315591,-0.6272418698070347,0.5778690141715991,-0.7796911549995547,0.9485585212765218,1.4858844292720628,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
-0.6615470911051866,-0.5940514686189851,-0.0371085124713343,1.5641353726661666,-1.2268145909881933,-1.008256746260154,-0.17604556898020277,1.1833509576000443,1.0557409946549854,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
-1.287131548003365,-1.1467349771567126,0.8626148414695692,0.38604975929464974,1.0019098583011552,-0.05551100098916318,-1.2274616069581088,1.0980668987234246,-1.0949761784304013,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0.5374897846163219,0.9412343374630264,1.1450271616751693,0.2791331713586529,0.08157440031566725,-0.7289356081349767,1.2954559283516378,0.5194047281623431,-0.664832743813324,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.5374897846163219,1.0694410287785758,-1.1176356901512472,0.020472697572163707,-0.775225308044371,1.264512059601672,0.004158985958761948,-0.7805298083416535,-1.5251196130474787,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
-0.6615470911051866,0.4564314054813905,0.6524081309884938,0.17323209018518146,-0.06363305729670392,-1.3839381651571205,1.4697766751193326,-0.5683195266607621,0.625597560037908,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0.01616940386783992,-1.1209733739917846,1.7635296416805133,-0.7126412737525857,-0.8739433905435101,-0.7177988425933552,-0.021603791214601254,1.5251416407479017,1.4858844292720628,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
0.5374897846163219,-0.18341530281061796,-1.635552829293612,-0.8314798183012873,-1.4259685395098212,0.6695117262104683,0.5139398184576265,1.2813475569411579,-1.5251196130474787,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
-1.287131548003365,1.7567555825834562,-1.1496968710580961,0.762025815195954,1.5024161837511676,-0.6124239086765747,0.004158985958761948,0.35971639616182405,1.0557409946549854,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
-0.5577759948736414,-0.3016712442523899,-0.0371085124713343,1.2192936716343077,1.0770051689206754,0.07420954412399218,0.6134451788919142,0.8852136547847167,0.625597560037908,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
-0.6615470911051866,1.008371767464614,-1.2630070521443082,1.6018775235691598,-0.23025444789244107,0.27933454487957776,-1.340627352559938,1.4958870303814533,1.4858844292720628,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-1.287131548003365,-0.33281882892264053,-0.7477705633216135,0.9245417917081821,-0.9540430979628023,1.202613954614255,-0.2936435586923616,1.6831201388721453,0.19545412542083065,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
0.5374897846163219,-0.7395400978560438,0.3213829733777404,-0.6896003332655927,2.4300303724843624,0.4952759874486127,0.15315741425830662,-1.4524102721486003,-1.0949761784304013,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
-0.6615470911051866,0.5270297813654339,-1.1806167912593686,-0.655440964821746,0.9778097779898273,1.193338357977717,0.8557176110196265,1.5622126657184858,0.625597560037908,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
-0.6615470911051866,-0.2711165330315116,-1.5791537476641018,0.9464274897076969,-0.08877568801980873,-1.453239434742546,0.17086585540208493,-0.4186988238521964,1.0557409946549854,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
0.01616940386783992,1.1941815109862282,0.3914862467241211,-0.14924660523108513,0.1595177672450604,-0.6402057050500111,-1.621932169694124,-1.1309738808927607,-0.2346893091962467,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False
-1.287131548003365,-1.3224614241420216,-0.18717393357648412,-0.31204966821855823,0.2410024139518552,-1.332389906182638,0.3386400345005102,-0.02835349651801826,1.4858844292720628,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
-0.6615470911051866,-0.5603815340059488,-1.1499091661771048,-0.49358596734108107,0.17404685494330444,1.1096878726301134,0.29154631718219876,1.2924823582812044,1.0557409946549854,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
-1.287131548003365,1.6045743954444938,1.6287046817540474,1.0009589176763958,1.4863327692388726,1.0227640486536493,-0.06274630881037298,-0.25181900849185634,-0.664832743813324,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
-1.287131548003365,-0.5864439927921217,-0.0371085124713343,-0.8846991097612525,0.5477717721042602,0.32079380170767025,0.47704432570402655,-1.4040895745777124,-0.664832743813324,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
0.5374897846163219,0.5394172680278017,0.28988126146060245,-1.5991073106748859,0.905770033192285,-0.6533153685821107,1.4035042418321353,-0.7511864516129919,-1.5251196130474787,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
-0.6615470911051866,2.2130427695168504,-0.3221864293440665,1.3112691163321348,-0.24291966235625514,-1.4432972395361456,-1.6469871058305936,1.5863920183966842,1.0557409946549854,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
0.5374897846163219,-1.3109971885901648,-0.36483529740705656,-0.6629289122421343,-1.3051733580019729,-1.2982996956347534,1.3412802662152925,1.6527442234743088,-0.664832743813324,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
-1.287131548003365,-0.9367006151650409,-1.0250794148059064,-0.28604301165665386,0.07752712789149543,-1.2730155112430357,-1.0527815357441364,-0.8932913501079134,-1.0949761784304013,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False
-0.6615470911051866,-0.4066095702698986,1.0483071460733653,-1.8711716738968016,0.49991229105204416,-1.3500049411905775,-0.4823161682331455,-1.075130709048298,0.625597560037908,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.01616940386783992,-0.9114545014416863,0.8902823583954792,-0.03486444688730778,0.95417549548745,0.7807910388919876,-0.5511826097843089,-1.1822168883307247,0.625597560037908,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
-1.287131548003365,1.6364695379561773,-0.2561427606206116,1.2258433591903601,1.6665258786417492,-0.27126747202827634,-1.4644372890141821,-0.30454976031900516,0.19545412542083065,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
-2.40316506888655,-0.06215492006361647,-0.8410573908049649,-0.7887274572975821,-0.9209756804403199,1.4646163459657455,-1.0806847313012602,0.2312538353598731,0.36213512321845415,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1.6090621039868207,0.9502101878842559,1.3244257721485473,-0.8377971184484745,-0.84637307363686,-0.6550926821116391,-0.6832962664815383,0.5857998654409526,0.19545412542083065,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
-1.287131548003365,1.4476363855735852,-1.2122341032724733,1.350512181732485,-1.1780349811249806,0.279881585561012,0.6459441393179696,-1.315888127712137,0.19545412542083065,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0.5374897846163219,1.1871617708734075,-0.5436165578579362,0.395878719515489,1.7509843343492524,-1.423032807167361,-0.6249342390030659,0.01959806347526799,-0.664832743813324,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
0.5374897846163219,0.08556408954416551,1.3631731005142622,1.0382906595887604,-0.22668351627409777,-0.12305648494466236,-1.1542239129536176,0.11118667285311465,1.4858844292720628,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
-1.287131548003365,0.7655768944928503,-0.6351480926065207,-0.04492127683357895,-1.137200309705465,-1.4823983272149068,1.1091533002075868,1.4975336329312947,-0.2346893091962467,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1.3194703557390448,1.0532950298041588,-1.005617309633059,-0.5047829655693162,-0.8156741064829416,0.8725910754100259,0.8425102438039811,0.6543621017717575,1.4858844292720628,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
1.3194703557390448,-0.9191231378553083,-1.5503053891509386,-1.3992488961472185,0.09738239309404974,0.6926186522092364,-1.2114590442081572,0.04403872314585178,-1.0949761784304013,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
-0.6615470911051866,3.025914224237897,1.7366374160052545,-1.2889971545684822,-0.997480868973978,-0.25673051510618855,0.5329239133741702,0.7410545006243485,-1.0949761784304013,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
0.01616940386783992,1.3787878681056465,1.1510054014293225,-1.3639839105273734,-1.3136417106297318,-0.9891634551553444,1.5304438020385014,-1.1638062857666824,-1.0949761784304013,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
-0.6615470911051866,-0.34434944053955746,1.757215846446925,0.758974445585059,-1.2398213760810914,0.902345346924276,0.32838340417064904,1.503531128184331,-0.4944699937832015,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
-1.287131548003365,1.2905361201286767,-1.0898671445376582,-0.6548476381850166,0.32051323578018676,-0.9130845384407685,0.15865408413849835,-1.3807783126662392,0.537199564146569,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
0.5374897846163219,0.2781782401859247,-0.36670980254510605,0.759827746412375,-0.7376603644758133,-1.134687606659967,-0.39047356230314034,-1.3910247602496797,-1.2347955824802432,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
-0.6615470911051866,-1.2611837425212196,1.5924316463935595,0.5166164375791124,0.37800284146663926,-1.0760181267614142,-0.2701431169474621,1.5632016783683595,-0.2346893091962467,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
-1.287131548003365,-1.3908722896535255,-0.05722662498541911,-0.3848227539046388,-0.5493338523235163,1.1023086399839468,0.6739504200397184,0.5086328326215969,-0.664832743813324,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0.01616940386783992,1.4033601164986031,1.0112373615788164,-0.17353454449484662,0.07869008241919834,-0.8961267433477815,-1.1506585440105495,-1.0713935005148292,-0.664832743813324,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0.01616940386783992,1.0696928712420815,0.2865480213335609,1.663953239019901,-0.1799160731815298,-0.8358557269956044,0.9329742432350723,1.3315820402871072,-0.664832743813324,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0.5374897846163219,-0.7229467173953097,-0.20945442417304586,0.0731309160620423,1.3028692497553935,-3.139646919487664,0.004158985958761948,1.0725218850621718,1.4858844292720628,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
1.4445544715751413,0.9226702133851893,-0.21914834702121602,-1.3428681553916788,-0.3166740480976866,-0.7483590078754779,-0.954590672173644,0.40436150666648907,1.0557409946549854,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
1.3194703557390448,0.045486931590471076,-0.5348665862712526,1.1649296723147073,0.20711347873174485,-0.476399654039803,-0.2315809841368837,-0.8593907322172915,1.0557409946549854,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
-1.287131548003365,1.282123696858928,-1.6637168884087663,-0.7961886403461436,0.41042594743836014,-1.097709516094352,1.492683748375872,-1.1983542163224477,0.24826174100436463,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
-1.287131548003365,1.34487993907352,0.9819367814355432,-1.05592152466319,1.1326380958049844,-0.7935643534971258,0.632768442333922,-1.6435959468086527,-1.0949761784304013,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0.5374897846163219,-1.6785057649852293,-0.0371085124713343,1.5275536978284703,0.8425416568855482,-0.876109875903755,-0.7194907967828311,0.999247776433353,-0.664832743813324,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
-1.287131548003365,-1.2382658739107804,-0.8075231564042131,0.8164351499127831,-1.1371927291520434,-0.2823425801871456,1.375440169487204,0.3774617004181006,-0.2346893091962467,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
1.3194703557390448,-0.6132554411483309,-0.5286826006703136,-0.5499952336900544,0.7504914832532521,0.6940540334616274,-1.2893077535942847,0.742797407275439,-0.2346893091962467,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
-0.7239405901958222,1.9355725978271974,-1.1354750744467927,-1.080908777675992,-0.543954608258819,0.4334045935945704,-0.9064111042358639,-1.589104257966074,-0.2346893091962467,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
0.01616940386783992,-0.4813789491544915,0.23075815899330152,-0.5910313665881961,-1.3074952933008808,-0.2827922071132986,-1.427255529607938,-0.5922173841611694,-0.2346893091962467,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
0.5374897846163219,-1.2502316818551817,-0.4402248624872803,-1.1772173975048694,1.2117563712883197,0.05424790048691932,-0.9652207077456745,1.008964163477241,1.0557409946549854,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
1.3194703557390448,-1.9564686797284734,1.1061973950491064,-0.30462825584373276,0.3401323785534781,-0.5873447099880872,-1.3461034132117358,1.267720016079546,-1.0949761784304013,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
0.5374897846163219,-0.1807253513143341,-1.1796870289293144,-0.5853546878189241,-1.1406026017279933,-1.0140827759464373,0.7492604165777645,-1.1393527737078053,-1.0949761784304013,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
2.388731444169522,0.20179458954850146,-0.6925620893831804,1.0423690968290313,0.9680110787662215,-1.2072069552140607,-0.15445885823330213,-1.1474841514329743,-1.5251196130474787,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
-1.287131548003365,0.061891213523722635,0.7609293048168587,0.740261564690986,1.161792435930665,-0.5850693529165865,0.5678586785874915,0.6827706784773369,-0.2346893091962467,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
-1.287131548003365,-1.4389413862840594,1.4868947378973925,1.1751558520999377,-0.6294918675085062,-1.409634651505685,0.4680532992786768,1.5814266525277152,-1.0949761784304013,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
0.01616940386783992,0.5689144551949363,-1.04085665359528,1.2669576548905714,0.6458961904951023,-0.07100223153759316,0.48466178100938445,0.9304620881780491,-0.3097570938700015,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
-1.287131548003365,0.03397851580286547,-0.334398280039121,-1.3725055057480586,0.45348847240176393,0.6143396763781828,-0.42287528111290185,-1.2243417762324176,-1.0949761784304013,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1.3194703557390448,1.2181640416736152,0.029468906512459266,-0.7578856953616766,-0.40853254064654176,0.4506961699643691,-0.8993686418251162,-0.92459602970324,-1.5251196130474787,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
-0.6615470911051866,-1.2402899778329612,-0.3562572980614028,-1.8098764163331666,-0.87357841561286,-0.8642083369398152,1.3219048343790223,-0.9707984045815414,0.625597560037908,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0.01616940386783992,0.07991416078626204,-1.4932804327296842,-0.43277360861408276,0.07841283687601942,-1.4054653624136189,0.4277968458924655,1.5849061084416463,-1.0949761784304013,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1.3194703557390448,0.9849608836715734,-1.1392983643329047,-1.1738862546105684,-0.27585099020454684,0.9238978412647443,1.759699537831627,-1.0467879385347303,0.19545412542083065,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0.5374897846163219,-1.0210731760532248,0.8802961974869297,0.4369152261996925,0.301957901667603,-0.39471339020458607,-1.3537698939117517,-1.2873788118544487,0.625597560037908,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
-1.287131548003365,1.1407617257380234,-0.015211526888539311,-1.5151727753408242,-1.182726283405543,-0.15208473439310513,0.934717396830037,0.34044072951525756,1.4858844292720628,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
0.01616940386783992,-1.2868744964959165,-0.36055850316256194,-0.08826440274510793,-0.816864635239278,1.3762827307075216,1.5479481290481718,-1.1204242014148924,0.19545412542083065,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
0.01616940386783992,-0.2483062953102446,-0.0371085124713343,1.0798498315429752,1.243820706336758,1.3405856912483154,0.5716169348419257,1.5375534384652545,1.4858844292720628,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0.01616940386783992,-0.12733708881532907,-1.4326019880972096,0.4849766939568114,0.3130326056186717,-1.1198707550058042,1.3132889434623691,0.3036423814099106,0.625597560037908,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
-1.287131548003365,-1.2232533149419533,1.638182613662142,-1.1606732243248024,-0.7923340916150764,0.7608551734235781,1.1445281706214763,0.5184900118659255,1.4858844292720628,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
0.34816790042786033,0.5740491185641637,-1.4817223148206249,-0.8042979114625821,0.43733822931644206,-0.6825198495624746,-0.4441255666550241,-0.5036858072949997,0.625597560037908,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
-0.6615470911051866,-0.45761236248249154,0.7492185883025222,-1.1737574427684974,0.5480616053319608,0.376625159313206,-1.2233723936940466,-0.7531487264880895,0.19545412542083065,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1.3194703557390448,0.16913713012431764,-1.1050566192713016,-0.8564571405533586,1.2553897589810463,-0.2053172806409579,0.17703782845971416,-1.5393576356300631,0.625597560037908,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
